PERIOD,TARGET,EDVDM,DQXAB,KHFWG,KQDOC,IRKOX,PEPYL,QVEWW,DGHGR,ICGRJ,HSIOM,EKGJX,MWBDJ,ENMEX,WBCNW,XYFRF,BIWBE,MERVJ,FGQVN,KSCSZ,CUNBJ,LEEIA,ODPOC,BRYWC,NJIIZ,TVTQH,PHCRP,XUKCD,LIMUE,VEQKA,CMPMP,USPLV,OMLJD,SMSTS,EFBBA,ZQHHT,OKQPF,XRSXD,NUCJQ,HBOKK,ZARXQ,TUCND,NYQQU,VHZVZ,FPSXN,ODZWJ,GPPZF,MRSRZ,BYSDB,OUONZ
377,0.139093022,3.156889472,-1.424476851,-3.071117872,0.226363901,-2.489289174,1.467699692,-2.053805072,5.589081358,0.538238511,-1.411017315,-2.373461735,3.345012129,-1.103099508,5.22597162,-1.084200802,-4.235561399,-1.649236265,1.47610963,-1.188867715,-0.166698684,-3.474817704,1.018651922,-1.723748847,-0.301253339,-2.12194711,-1.90477081,1.005323097,-1.328982233,-1.688075283,3.410433644,-3.855881253,-2.48345395,0.039962353,-2.20223721,2.784435375,5.020733961,-5.230281442,2.845312763,1.634072073,3.596581403,-4.755238391,2.660852152,-5.530874462,1.258827895,-1.152191768,4.245730587,0.544942452,-0.883948,-4.451254885
378,2.622371016,2.760730946,-0.695354075,-1.730483868,3.040878728,-1.559240858,0.766049837,2.636272762,5.68652464,1.210777731,-2.004182617,-3.800457098,2.643330371,-1.997748969,4.950122283,0.29310573,-3.876243799,-1.303741246,1.549846629,-0.71544222,-1.338818612,-3.058342285,2.139338751,-2.765304904,0.966612871,0.276777254,-1.551946724,3.00229117,-0.576708016,-1.849559191,4.354480025,-1.817992478,-1.19118988,1.221184305,-3.157185047,3.025513276,2.907571092,-5.167506022,2.954736431,1.367108832,3.489661042,-3.30820811,5.886427542,-4.232889427,0.53204363,-2.384973264,4.998212522,1.28057787,-0.763033136,-2.154089441
379,0.317206195,5.427243026,-2.646309329,-2.332412941,1.33283681,-0.832778798,0.596796561,1.517032676,4.37678267,1.606917579,-0.585546419,-3.042173897,1.179758286,-1.476010504,4.763041102,0.707054186,-4.269245215,-2.597883387,1.34862531,-1.575812611,1.154997186,-3.936289461,2.543868591,-3.736860178,1.484328951,-1.985371271,0.104849193,0.594237028,-0.598689308,-0.355339403,1.623822031,-3.634046588,0.463554892,1.810545108,-1.023653362,2.538183398,3.519029134,-4.260223281,1.056956375,0.132267935,2.763038378,-1.350142535,2.755961791,-5.27838304,0.669109776,-2.791617042,2.635667684,-0.031886671,2.117831542,-1.038171165
380,1.617563061,2.934136652,0.050179561,-4.900143925,3.737308643,-1.032643812,-0.100334836,2.030669444,3.355063869,-1.475656672,-2.571179258,-4.012793239,1.990055073,-0.808680598,3.699752798,-0.851113146,-2.900380897,-2.43169746,1.578328235,-1.387991746,-3.043874069,-1.937318732,2.392813478,-2.541204509,0.143861445,-0.692778827,-1.575948201,3.096180824,0.233018289,0.572155655,1.89290013,-5.52082555,-2.102253239,0.235360108,-1.844476902,1.198424142,0.213302157,-6.034615538,2.533426252,-2.399842026,2.454812028,-2.327114987,4.274176408,-0.088166214,-1.294590813,-2.732343384,2.557579153,1.656857564,0.306628542,-1.460459263
381,-0.648363449,4.010406964,-2.12180519,-2.275527128,2.356596853,-0.766916783,-0.529480436,4.27245018,2.528199282,0.387093072,0.225886715,-1.359457434,0.383407469,-0.81844246,3.015031774,0.172244727,-2.810731526,-0.57883079,0.43133761,1.535602453,-0.966804725,-1.275727863,2.679133188,-3.130331139,1.475889639,-1.842590326,-2.270223115,1.03531722,0.371906994,-1.943677732,0.811366767,-1.498845169,0.539404981,1.530895143,-1.572934976,1.076835469,-0.186514487,-6.440650567,-0.598407636,-2.758381874,2.989391797,-0.3100969,2.621365603,-2.133959896,-2.176483749,-2.502577991,-0.170879286,0.377213809,0.16509448,-3.202625238
382,0.105700852,3.384307892,3.067051193,-0.412769522,1.550454,-2.389784234,-0.473185632,3.767749475,4.871181585,0.582086138,-0.058112139,-2.631354666,1.915004212,0.637221853,4.333364919,0.061867039,-1.984203921,-1.545095011,2.062463404,-1.753600275,0.60057331,-2.860861971,0.755525002,-1.480093477,-0.958900779,-0.455030608,-1.993428352,1.299800246,-0.622794847,-1.220845792,-0.927089408,-1.872247895,-1.603436229,1.316124119,-3.542939957,1.324456969,2.521074175,-4.892472642,2.474834191,-0.067290404,2.401365725,-0.919195357,5.597868419,-1.533088211,-1.27312602,-0.858807048,2.449395824,-0.007479882,0.929808886,-1.839207217
383,2.020420867,3.771932807,-0.516720405,-1.419014168,0.480426466,0.076062092,1.133126776,2.59737315,3.641838936,-0.14504645,0.361050331,-2.730391027,0.851181884,-0.192688501,2.285654248,-1.913540703,-0.70557061,1.217384018,0.546482221,0.020178666,-2.471131618,-0.232822941,2.07028715,-3.82115613,2.697553069,-0.022347546,-1.3096461,2.116189819,-0.604080479,-0.010090619,-0.57237446,-1.589821866,0.73885142,1.130929281,-2.842774303,-0.05108985,1.022082864,-3.089869177,-0.666890506,-2.231065805,3.288017378,0.190473868,2.240013304,-1.724152786,-0.998308381,-2.013345701,1.376342189,-0.712081668,0.122933928,0.1349387
384,-2.201937821,-0.15534941,0.638771824,-1.079501541,-1.471140247,-0.262544574,-0.052519034,0.610571089,3.968918421,0.747418254,1.728662362,-1.88269512,0.530495311,1.760389216,1.800248558,1.001674862,0.803754425,-0.61232727,-1.064836888,-0.763006064,0.040847301,1.201773811,2.20616548,-1.537120583,0.913349214,-0.11413106,-1.018315916,0.008543743,0.587581149,-1.25600851,2.435566575,-1.180395309,0.600057341,-0.421502738,1.980265897,2.724353769,1.612009954,-0.502136759,0.448596929,-1.235793089,2.655236776,0.014085015,-0.278279514,-1.04656147,-0.62677726,-0.339706162,-3.022843756,0.534699252,0.963242971,-0.192459728
385,1.124206454,3.555765756,-0.169600982,-0.022744084,3.050640241,0.27862581,-0.81965262,3.04172195,1.884118233,-0.620412678,-0.890417516,-1.022165689,0.607717767,2.524496282,0.989015771,0.601327234,1.375059946,1.831948499,1.141523943,1.262103485,-1.872395142,0.258410679,0.63895107,-2.510948992,0.545791835,1.769620323,-0.021033559,1.513788112,0.760468254,1.070575266,-1.812605352,-1.298216604,-0.210333338,0.175032859,-2.006905074,-2.131389787,-0.510858125,-1.797500287,-1.487100387,-1.845238388,0.509362916,-1.490404931,-0.956183746,1.092772547,-3.147800715,-2.774818505,0.303501698,-1.196759375,-0.042455039,-0.241940576
386,0.002692492,3.318571485,-0.317697699,-2.724150291,3.767721045,0.010289553,-0.965190699,2.405076779,3.239092436,-0.693466047,-1.918413445,-3.226165988,0.807411549,-0.80330022,1.228716311,-1.114875612,-0.42880831,1.537863032,-0.560908468,-0.460489762,-1.112667469,0.389284321,3.400751299,-3.462832314,2.369830061,0.889330749,-2.063330827,2.79915226,1.573677846,0.81434733,0.17790097,-4.419449797,2.165771445,1.352873233,-1.186900397,1.323435921,-1.551668761,-3.679942064,0.79496807,-3.888428341,3.592619923,0.754448014,3.221125252,-0.075571922,-2.39669295,-2.801065623,-0.47532732,-0.321904901,-0.803885993,-1.359592326
387,-0.194989438,0.393685131,0.624880127,-4.881938225,5.401618199,-1.149262298,-2.923151496,4.245189819,4.360880662,-0.27648373,-4.094593013,-2.070756549,1.347833722,-0.761141195,3.095305074,0.149380734,-0.49635375,0.686792343,0.839557264,-0.222125858,-2.752877527,-0.409618893,3.306452497,-5.716184934,4.244651638,1.992236531,0.010210745,4.003822375,2.795486903,-1.57617206,-1.66267753,-1.571108877,1.803554471,2.042322772,-2.393856253,-0.023601339,-0.678787746,-4.291076419,-0.697039946,-5.350725686,6.56264336,0.65874401,2.04079232,0.011806284,-3.28205079,-1.866675417,0.818785937,0.572332673,-1.320518441,-1.4355632
388,1.861438033,-0.48315173,0.289650138,-4.079862836,5.834015093,-1.37543536,-1.534202645,2.326043987,4.51722295,-2.045997595,-3.576037977,-0.409899208,-0.50331187,0.16974734,2.107034477,-0.639684959,0.216471188,0.004128861,1.246955778,-0.772007944,-4.715126922,-1.450008088,1.25407993,-3.202625066,1.30966447,0.51953115,-0.133603356,1.488990259,1.317214273,-0.366170398,0.596004469,-2.980458051,-0.318384822,1.295877435,-2.998084621,1.880883586,-1.411432775,-5.307032869,-1.802943693,-4.935788264,4.358320427,-0.901139184,2.998888285,2.011727188,-3.700668743,-1.249345952,0.421738462,1.944732006,-1.738153027,-1.48454011
389,2.697835897,-0.100473016,-0.797994473,-1.138125512,4.627502288,0.224325044,0.525133756,1.090216473,8.036684957,-0.402931307,-2.562356618,-2.29651989,0.87178837,0.864587465,2.957403997,0.132184493,-2.776221565,1.613261666,1.465632433,0.493005225,-3.548736694,-1.434946741,0.797444493,-3.449520966,1.689895665,0.568470181,-1.302850705,4.339788682,0.951615304,0.891145688,1.370930232,-5.93584865,-1.357981684,0.803135724,-2.146912573,0.67484581,-0.257593234,-5.456325192,0.859749129,-2.870498672,4.563989067,-1.009113036,4.322285018,0.745416392,-1.35230571,-3.325693193,1.476457603,2.210541573,1.167190883,-3.350391245
390,3.278543813,0.28793469,-0.547057298,-3.287405585,4.174986355,1.309777358,-0.628998507,1.378802985,3.356032398,-0.605887369,-2.815604615,-0.556758904,0.441658396,0.547103165,1.560094999,-0.907927984,-2.139733424,-0.517049683,1.06900649,0.203004835,-1.54216428,-0.889686621,2.438495918,-4.070696741,0.775197378,1.233849483,-3.163807787,1.448500455,0.662924031,0.616447175,2.069401725,-3.049384154,0.045463066,-0.146274731,-2.206929092,0.953404159,-1.816495078,-6.899960793,1.029064213,-6.369568009,0.880032877,0.331410734,3.798738213,2.642269203,-2.768567795,-0.872545134,0.857634124,1.441778105,0.038487307,-1.809279146
391,3.359472262,-0.783147641,2.013121343,-4.12905707,4.978719256,0.849370444,-3.055520662,3.390804811,3.016661645,-0.937454008,-3.379251621,0.943436883,0.369876211,0.322500099,1.174132872,0.078535774,-0.933241798,2.013980806,1.897098025,1.191547205,-2.504614226,-0.424243637,0.494498619,-4.117201232,2.662638745,1.767619843,-2.204481022,1.044460973,1.068498027,0.757728313,1.349785241,-1.796093583,0.810600463,2.22145654,-1.836615737,1.974357489,-2.054915391,-6.791327369,0.818607615,-6.675881701,4.090141322,0.159381223,3.599300452,3.00288472,-3.663406873,-2.988994723,2.540510458,2.808254418,-1.061614772,-0.753558922
392,2.429419215,-1.433805995,1.357857764,-4.065061784,6.101697724,-1.659786482,-1.395829666,2.774917942,2.358947282,0.540772603,-4.012970735,-0.674251325,-2.212358179,0.332507631,2.697719145,1.472593553,-1.460956363,2.032608672,1.48486779,-1.141733593,-4.820540586,0.073436497,2.847504354,-5.967859508,3.064689138,0.739928287,-1.68135772,1.801452631,2.686668775,1.493148196,0.179772188,-0.510869826,1.506315269,1.804703202,-1.590149507,2.990042339,0.072871321,-6.305245677,0.103167072,-6.122377117,4.103763396,1.578314585,3.621566052,3.482841091,-6.19879541,-2.652668669,0.617678539,2.199830871,0.141997297,0.522363416
393,2.48747225,-4.339562232,0.05711656,-2.105766686,4.516575021,-0.543886505,-0.008156937,3.446863323,3.024430559,-0.420087011,-3.684181423,-1.766404902,-1.76706463,0.393410114,2.451348044,1.809824456,-1.36886171,2.385744522,0.59747329,2.284819263,-1.202349404,0.339246049,1.058824454,-3.013010557,1.599802718,0.267428475,0.298572822,-0.939240386,-1.074022367,0.164362871,0.26341511,-0.82810907,-2.053520618,1.604825161,-2.002758553,0.228753379,0.624504485,-5.783460695,-1.292191207,-5.346459973,4.088478289,-0.255664038,2.858865385,1.504113887,-3.34082312,-1.179660869,0.240991298,-0.22727846,-1.164261947,-1.089664502
394,1.103465538,-2.30838711,-0.954036757,-3.107570952,4.194765346,0.064320516,1.121294125,-1.542477403,3.643673089,-1.626269353,-2.379996365,-1.153695582,-0.240575548,-0.596607107,1.546764108,-1.077686226,-0.794378742,1.917153232,-0.33751949,1.526478211,-3.416123647,-0.135776256,2.457657783,-3.383048,2.269240086,-0.200160031,-0.587780112,1.231139955,1.287968229,1.833682548,1.440108367,-2.128720861,2.472180882,-1.177029706,-0.44716848,0.784297797,0.167610925,-4.682521626,0.779866898,-4.441198169,4.098740404,-2.092301437,4.846375247,-1.734810246,-2.241614,-0.072678245,0.146336676,0.328063941,0.423282959,-1.146117778
395,2.363778463,0.796753582,-1.887631254,-2.821560367,4.763846445,1.806850802,-1.62556431,0.641038514,2.788260512,-1.000710493,-2.545761863,0.187040185,-1.028565507,-0.442657866,2.28321414,-0.878389324,1.210350027,0.531415738,-1.851175111,0.269773503,-5.48924073,0.469670124,2.154067108,-3.550623361,-0.946710105,0.529520704,-0.287735074,1.831825036,0.819580078,1.834789502,-1.428879903,-4.596673357,-0.204518638,0.27765485,-1.319070337,1.45167926,-1.301297728,-4.556937508,0.270339879,-2.674042837,2.579733022,-0.610490635,2.855625889,1.326447643,-2.549871488,-2.175158343,1.24265024,0.257276565,-2.038597227,0.534543913
396,1.370603125,-1.518979861,-0.678013279,-0.32545666,4.573553839,0.274008677,-1.943327645,1.56991671,-0.326418752,-0.193249603,-2.736670396,-1.704658762,-1.595262864,0.245556299,0.715717708,-0.892205319,-0.119622289,2.345869176,-0.168417295,0.927995254,-1.036862698,1.480817384,-0.006158724,-3.367029767,0.995182363,1.135011154,-1.162280847,-0.250175197,1.957855622,0.576779916,-1.939590277,-1.154009522,-0.58282027,2.019774394,-1.739087371,-1.254282094,-2.988360085,-2.619531465,-1.573865972,-4.296206604,4.949479306,0.653288916,0.719173465,3.152664495,-2.589431865,-2.502260463,-1.832551726,0.792967179,0.48549007,-2.136245904
397,1.20870887,0.073399632,-0.131970235,-2.932189496,3.152979209,-0.518335412,-0.211790235,0.464749443,0.572303649,-0.507931126,-1.334065062,0.032495077,-1.603516027,0.85853129,1.285664062,-0.168181723,2.2010919,1.066138422,-0.770288476,0.819471628,-3.908418799,0.646310178,1.614198561,-1.112323305,4.408331146,1.209588323,-1.301353515,1.67393702,2.613340366,1.643433221,-1.496751697,-0.24726277,4.468021634,1.110902086,-1.391503709,-0.930810489,-1.724618789,-3.512755039,-0.314383869,-4.35076286,2.395346906,0.99839499,1.293673299,2.053199935,-4.978005722,-1.496304779,-0.02587207,0.0192772,-0.016452418,0.975589355
398,0.066695307,-2.241121123,0.023331962,-1.082697828,4.613716088,-0.46307023,0.6974388,0.246619544,-0.935764382,-0.156192831,-2.295644636,-0.443011526,-1.395129475,0.419967983,-1.292718168,0.27605243,1.079060426,2.898120551,-0.556405732,0.46677631,-3.700622378,0.833475754,0.391787987,-0.469082487,-0.32010087,1.832616286,1.313286703,0.887475319,1.161680314,-0.663811725,-0.728830935,0.297288078,0.085424246,2.08048321,-0.993527039,-0.027906993,-1.199706317,-2.555173252,-1.135279681,-3.885667166,-1.879800774,1.849810597,0.081779926,1.751138783,-4.082150181,-0.924065429,-1.918114622,-1.426284656,-1.344977936,-1.151727878
399,-2.080495496,-3.370549272,1.461038788,-2.730839656,3.257583058,0.691065637,-1.713373907,0.23587808,1.290053354,0.605688449,0.56239083,2.962552137,-0.732699152,0.167084855,0.790133631,1.651089172,0.4675891,0.253720832,-0.038795109,-2.665640007,-0.732636062,-0.833352054,0.99736765,-2.101409277,1.911335831,1.672383835,-0.480950067,0.39309578,2.0094608,0.73544152,-0.752259952,-0.256068572,1.781638477,0.379612157,-1.243760702,0.050895513,-0.907988677,-0.906037511,-1.218553131,-4.361773503,-0.641256543,1.239347612,0.09881383,1.288137313,-2.02356271,0.056243402,-1.603598839,0.104279172,-1.347562326,0.905784499
400,0.404279154,-2.306575024,0.581972159,-1.607063105,0.346446944,-0.535516896,-0.499186983,-1.988108245,0.893295187,-1.352672407,-0.185022588,-2.519970726,0.395143296,0.610364498,-0.788446429,0.746836976,1.077371415,1.457772332,0.145024052,0.309528938,0.979857429,-0.149508939,-0.344873195,-0.259644396,1.128544045,-0.271775373,-0.161319567,-0.68388802,0.431388926,0.882658544,-0.921915436,-1.592206303,2.032484699,0.87138061,-1.596331384,0.206816028,-0.397249703,-1.249007694,0.059301219,-0.724329805,-0.5165582,1.770460946,1.25420852,0.135337086,-3.049566145,-1.92950544,0.247102365,0.211668108,-1.40819422,1.571170985
401,-0.241672517,0.494959642,-0.017678892,-0.388468868,1.318426641,-0.43843554,-0.573878354,0.959095653,2.298172889,-0.831573198,-1.063154356,-0.59534016,-0.037698622,-0.150535717,-0.663919239,-1.539607394,0.251741958,0.847589969,-0.41554148,-0.22027694,-1.806883019,0.806634387,-1.448473549,0.325263363,2.68533817,1.264161628,-1.383761042,1.020789306,1.285669044,0.929706675,-0.801876415,-0.27316462,1.56697795,-0.179030491,-0.119224783,0.875986992,-0.613725333,0.867309059,0.493540003,-4.009999484,-1.450822896,0.576282192,2.103528811,0.799676581,-0.998151141,0.033126266,-0.270613313,-0.24271045,-0.104573278,-0.890803892
402,-1.4434273,-1.417453825,-1.248238806,-1.763406989,2.567698987,-0.721805898,0.396222305,1.597731847,2.988501031,0.850704211,-0.842630791,-2.175489107,1.290770967,1.216285403,3.058881662,-0.589668492,-1.959430029,-1.921542491,0.591062858,-0.994440105,0.069586218,0.582514581,0.428513421,-1.965444842,0.575186862,-0.293208347,-0.067620032,1.297940425,0.558928716,-1.208476601,-1.111370253,-3.29616476,-0.274598346,-0.483689174,-0.110597056,0.524885195,-0.662239984,-3.456436793,-0.795348574,-2.118647526,1.535405337,-1.898356749,2.662339131,-0.862940056,-0.518317894,-0.636054472,-1.969155705,-0.198333878,-0.105303534,-2.192997081
403,-0.152018933,3.198992479,2.492210312,-1.060114038,0.084237947,0.683712827,1.175010993,-0.992292316,1.370159539,-1.015554456,-1.519485259,1.140025316,-1.040555435,-1.870207663,1.63692459,-1.56979908,-1.546946145,-1.455257186,1.228671947,-0.133091045,2.297948972,-1.530600687,1.110227544,-1.865943445,2.029992156,-1.179020908,-1.590408735,-1.791264232,-1.67577844,-0.707627028,2.536460088,-0.991099045,1.148631372,-0.476673259,-0.439093868,-0.337102217,0.646379844,-3.374298068,0.696722893,-1.055516359,4.908458096,0.362014006,1.364951612,-1.454513145,-0.742314531,-1.18844,1.351241442,1.554979795,-1.424973653,-0.605723876
404,1.274876238,3.059545439,-1.038938263,0.269035318,0.953230994,0.009289188,0.872042988,-0.971519515,1.646723585,-1.260167131,-1.640185954,0.422431407,2.102040239,0.961907412,-0.159554956,1.479643197,-1.273307564,0.096982093,-0.953716432,0.468459295,-2.157931535,-0.7707212,-1.285946941,1.389185896,1.055257502,-2.215115774,1.385182565,-0.666168096,-2.80091008,-0.851481921,1.211112131,-1.607005711,-0.349291341,1.317304811,-1.016381173,0.860538969,1.68432571,0.627035737,0.865489406,-0.235231361,0.476574156,-0.937967591,-1.209927961,-1.561543217,0.674257374,-0.424931354,1.59662618,-0.314483091,-1.755915358,-1.277455645
405,-0.922149242,2.463783516,-0.856396058,-1.223398748,0.723856812,-0.128348423,0.531044958,-1.236347823,4.478265975,-0.383151535,-0.460742483,-5.342884242,1.335604137,-0.410595635,3.641772744,-0.996344597,-2.844524509,-3.328808124,1.675196212,-0.778330421,1.034251531,-1.113243604,2.194872198,-1.384505654,2.048750663,-2.844212657,-1.795085162,-1.061859044,0.558150177,-1.230636394,2.004515514,-0.097456558,-0.805564136,0.773608616,-2.113190002,1.923563515,3.643011348,-3.210716675,2.719834605,-1.151877395,1.443719754,-1.991173583,2.67311472,-2.993966453,0.507605831,-0.589973498,2.494482217,1.266554191,-0.087572588,-2.872722413
406,2.786225362,2.995969156,0.728569705,-2.151819238,2.0400347,0.591514423,0.852843833,3.521252417,4.962199796,0.465407096,-3.161795835,-3.787938071,2.035323844,-2.288168515,5.41178209,-2.513684692,-4.612676274,-1.997355084,3.337432175,-2.686123758,-1.920213652,-2.278682259,4.081131182,-1.350672814,2.714311435,-1.566734635,-2.432411028,2.590443678,0.288274187,-0.040936679,3.775225374,0.619539774,-0.832241373,1.431336439,-1.429182543,3.701081491,2.650323104,-8.312974283,3.667188652,-0.995654131,0.716088647,-3.268204952,5.664841342,-2.654157821,0.183380321,-4.308049559,4.049369078,4.063735097,-0.782597826,-2.041628867
407,0.207058947,5.377739532,-1.323470571,-2.299031283,3.91709123,-1.281304572,-0.45529858,1.923819916,7.531006566,0.581743301,-2.343827415,-4.163126806,2.690734604,-1.364611645,6.323436488,-1.851775373,-3.682789766,-2.697231761,3.237583394,-2.895889993,-1.7300255,-3.477581793,2.145081304,-4.847827099,1.325111683,-1.423473629,-1.70351879,2.187382913,-2.060034449,0.223482617,1.705631717,-2.908919564,-1.550271691,2.172585199,-2.613477917,2.890945979,2.405715879,-10.0794269,3.285228141,-1.367240415,2.991786944,-2.153495525,5.70509238,-3.91650535,-0.682199284,-1.365547518,3.538549926,2.160005872,1.322446761,-2.92685611
408,3.704582177,6.317981547,-0.190502693,-3.848753218,2.579997842,-0.874885211,0.484745492,4.244148071,8.572538023,0.516485009,-2.666144388,-4.159743037,3.334889085,-0.396788795,6.750404495,-0.371224061,-5.745941242,-1.929259404,4.728105941,-0.318959546,-4.56700473,-3.939602081,3.629790842,-4.93268986,1.453115792,-2.688376814,-3.677244529,1.490759359,-1.428817918,-0.80524715,0.595840344,-0.824073792,-1.511689871,2.610352402,-2.838910065,5.173495219,2.555399176,-6.814911762,4.164016219,-1.564553023,5.020584417,-1.502463941,6.153256107,-4.493306464,1.508214088,-3.330177519,7.112180666,2.727457383,0.679582574,-3.864746709
409,1.566589731,5.505113418,-1.430011213,-1.608005459,4.248606163,-0.096978882,-1.314940189,2.037286918,7.573513594,1.388252685,-3.543637447,-1.055803989,1.0782576,-0.117920582,7.408765616,0.477730588,-2.602425512,-2.480960209,1.929557725,-1.835251835,-1.707150841,-1.066440505,3.673481356,-4.349749365,2.207376676,-2.547816712,-3.799957045,2.303162874,-0.461619067,1.523413569,0.345662291,-1.859788066,-1.057599953,1.906207394,-1.767701786,3.579825516,3.380397015,-7.89924029,2.966794046,-0.820920019,3.874673913,-1.30044217,8.056073201,-3.229031695,-1.244421653,-2.761965607,4.395898235,2.773593816,0.823172266,-0.998849686
410,2.62633914,5.714785146,-1.820010798,-4.912044269,7.013965108,-1.86405234,0.01628794,1.319577198,8.165343196,-0.940740367,-4.060920029,-4.803701943,3.747872933,-2.516543214,7.509764248,-0.81252195,-6.113420535,-0.70159586,3.14456272,0.824302354,-3.893641196,-3.587192408,3.248189296,-5.193171059,4.402962608,-1.619395562,-2.836973063,4.477021631,-1.402147433,-0.907753926,3.885740471,-3.942793342,0.135614299,2.879398328,-2.89805397,5.576073294,2.763206993,-11.41634467,2.646524435,-3.84437341,5.685774048,-1.516253925,6.28102793,-4.367563924,-0.751724334,-2.509512888,5.958336448,2.936440834,-0.751436262,-3.799439622
411,1.99002507,9.705890862,-0.850652371,-4.210905157,5.147853098,-0.306818288,0.23064556,4.581141938,8.683032208,-0.531609314,-3.923722992,-6.452528503,3.825255732,0.464039787,7.253424684,-0.37771904,-5.70062006,0.285265585,2.991081797,-0.512171061,-2.223945224,-1.587975764,4.372245561,-3.070713562,2.80497579,-0.547984828,-2.04582251,2.639373749,-0.752682122,0.31296496,3.054746843,-3.670087354,-2.94336639,1.932605992,-1.034000808,4.4104503,3.333625162,-8.157662808,1.417867335,-3.998951762,6.353560313,-1.937766909,6.564212542,-1.562498591,-0.876836265,-1.801635059,3.590335574,1.696819273,2.155948546,-2.302972765
412,1.548053973,4.624745588,-0.415476303,-5.402562369,4.310614461,-1.604576427,0.144155454,4.661101281,6.715802857,-0.455103026,-1.764782667,-3.287251896,2.470328011,0.192317934,5.645078497,1.289560023,-4.518240115,-1.490530081,3.385273214,-0.595302627,-0.322353907,-2.626483604,3.506872194,-4.402642074,2.558436576,-1.15119297,-3.388165954,3.736454926,0.950850542,1.059150383,3.578457777,-2.865835863,-1.142429776,1.587724788,-1.74596261,2.943218846,3.206461458,-9.406289389,3.819711448,-1.883990242,1.484121608,-4.078931713,6.55418572,-2.775666534,-0.08002547,-3.650765447,6.389533362,2.226489528,-0.773812768,-2.700547398
413,1.144047103,6.406322986,0.145459443,-5.842337736,3.181034975,-2.11759137,-0.271220632,0.352244901,8.068445427,-1.188028936,-3.087642968,-4.463341747,4.871433468,-0.985690749,7.110451023,-2.669416379,-6.411694342,-3.688734902,2.227531035,-3.490270541,-0.184449785,-3.34754814,2.95820203,-3.188952304,1.97273887,-1.622387766,-4.192028158,3.028056322,-3.235751619,-3.276964247,0.991749123,-3.018040388,-1.859548722,3.34707864,-3.289096122,3.126440293,1.720618807,-7.902143186,2.936394959,-2.153557255,-0.422536127,-2.375108387,6.198520515,-4.839100989,-0.243366733,-2.546936985,2.662475579,2.886359121,0.101788062,-5.240436054
414,-0.583559558,4.31173236,-1.793420526,-3.813995229,4.589566687,0.071367778,-1.212047251,4.124089088,8.21072614,0.466047729,-3.156216788,-0.67918683,1.156780949,-1.259107722,7.262120485,-0.409108691,-3.731352625,-2.831278127,3.050856465,-4.741433742,-0.604247345,-2.475487602,3.350578026,-3.803504035,0.7181915,-2.888304804,-3.407324325,0.49126834,-1.674263877,-0.216176031,1.308704088,-2.402512807,-3.722524981,3.015977776,-0.8404486,4.123404091,2.925027855,-10.28999831,2.723615778,-1.463144092,5.93812818,-1.687617107,5.829418513,-4.895949515,-1.76404116,-0.930106251,3.199767794,2.199015479,0.031987731,-3.273133401
415,1.625073235,3.393799933,-1.971105538,-1.229667114,5.359620848,0.085087199,-0.238939259,4.850303985,7.785445541,2.340175672,-1.872958832,-5.828153824,0.489989658,-1.00099345,7.142964352,2.080894902,-5.589073358,-1.990491842,1.528931861,-1.708051555,-0.750847126,-3.138265833,1.485164512,-2.896482473,3.210058658,-3.203521762,-1.155416867,1.201832418,-1.47513507,-0.277289143,2.597779161,-4.134989415,-0.784093917,1.932058937,-2.504220897,3.098555667,3.572393441,-10.01598099,2.7105872,-1.211064115,3.804631242,-3.55894966,6.122223989,-4.079629531,-2.373924791,-2.063244902,4.644092022,1.281590195,1.435792074,-3.126298301
416,3.938015932,2.135582319,-1.559555587,-3.858508988,2.621825171,-0.287250447,0.229671115,4.855826995,7.669754598,-1.237224462,-3.385090144,-2.10609916,1.16521826,0.095580518,5.798665934,-1.058586252,-4.485836645,-2.298415874,1.979853489,-1.647263656,0.016387114,-1.727065434,2.33791967,-3.223876235,1.86159843,-2.409112619,-2.319050843,0.938698337,-0.101363088,-1.501203752,2.585298457,-1.571560431,-0.388104257,0.689725281,-3.480806942,0.886381416,1.330599639,-6.0686247,2.369141428,-1.02794501,3.139592324,-2.491819161,2.877174437,-2.562123146,-0.252548744,-1.818681948,2.001844811,2.154206794,0.119975036,-3.194874906
417,0.858180263,3.954739811,-1.966760815,-2.829460437,0.940941034,-0.985152926,-0.087152206,0.710875065,6.313542408,-0.24720742,-2.873224309,-3.624173643,3.181347989,-1.008487866,5.679163842,0.576504998,-4.341806019,-0.398693089,1.556303575,-1.230198883,1.711361539,-2.054999852,0.358909883,-1.776336436,1.384633467,0.199033901,-2.146371719,3.992585863,-1.980119704,0.31157965,1.410985782,-3.54182113,-1.268186244,1.129729336,-1.434028593,2.165368931,2.308656982,-5.481642388,2.064738099,-1.312457292,2.280075724,0.174889933,3.555435847,-2.195324615,-0.341301154,-2.830166808,4.280302257,1.591480031,-0.824935087,0.060401304
