,IDCOT3TR_Index#@#PX_LAST,IBOXIG_Index#@#PX_LAST,LD01TRUU_Index#@#PX_LAST,IDCOT1TR_Index#@#PX_LAST,IDCOT7TR_Index#@#PX_LAST,IDCOT20T_Index#@#PX_LAST,SPBDXUTR_Index#@#PX_LAST,LHVLTRUU_Index#@#PX_LAST,LTP5TRUU_Index#@#PX_LAST,BFU5TRUU_Index#@#PX_LAST,IBOXHY_Index#@#PX_LAST,JPEICORE_Index#@#PX_LAST,SPTR_Index#@#PX_LAST,SPE35CUN_Index#@#PX_LAST,MIMUEURN_Index#@#PX_LAST,NDDUJN_Index#@#PX_LAST,M1CXCAS_Index#@#PX_LAST,NDUECAXJ_Index#@#PX_LAST,MXAP_Index#@#PX_LAST,MIMUTURN_Index#@#PX_LAST,NDUEEGF_Index#@#PX_LAST,M1CXBLRL_Index#@#PX_LAST,IBOV_Index#@#PX_LAST,COLCAP_Index#@#PX_LAST,SPBLPGPT_Index#@#PX_LAST,IPSA_Index#@#PX_LAST,LC07TRUU_Index#@#PX_LAST,NDUEACWF_Index#@#PX_LAST,NDDUWI_Index#@#PX_LAST,PRTIPMEX_Index#@#PX_LAST,M00IMV$T_Index#@#PX_LAST,RU10VATR_Index#@#PX_LAST,M2USSNQ_Index#@#PX_LAST,M2US000$_Index#@#PX_LAST,RU10GRTR_Index#@#PX_LAST,DVGTR_Index#@#PX_LAST,PIPGUBER_Index#@#PX_LAST,PIPGCETE_Index#@#PX_LAST,PIPGFIX5_Index#@#PX_LAST,PIPGREA1_Index#@#PX_LAST,PIPGREA5_Index#@#PX_LAST,PIPGFX6M_Index#@#PX_LAST,LUACTRUU_Index#@#PX_LAST,LUATTRUU_Index#@#PX_LAST,LF98TRUU_Index#@#PX_LAST,BSEKTRUU_Index#@#PX_LAST,SPX_Index#@#PX_LAST,MXEU_Index#@#PX_LAST,MXJP_Index#@#PX_LAST,MXEF_Index#@#PX_LAST,SBMT_Index#@#PX_LAST,NDUEEGFL_Index#@#PX_LAST,MN40MUE_Index#@#PX_LAST,RAG_Index#@#PX_LAST,MXEU000G_Index#@#PX_LAST,TPX_Index#@#PX_LAST,XAU_Curncy#@#PX_LAST,BCOMTR_Index#@#PX_LAST,DJUSRET_Index#@#PX_LAST,DWGRSN_Index#@#PX_LAST,LPXDITU_Index#@#PX_LAST,CO1_Comdty#@#PX_LAST,CL1_Comdty#@#PX_LAST,LQD_US_EQUITY#@#PX_LAST,SHY_US_EQUITY#@#PX_LAST,IEF_US_Equity#@#PX_LAST,TLT_US_Equity#@#PX_LAST,TIP_US_Equity#@#PX_LAST,IEV_US_EQUITY#@#PX_LAST,EWJ_US_EQUITY#@#PX_LAST,EWC_US_Equity#@#PX_LAST,ILF_US_Equity#@#PX_LAST,EEM_US_EQUITY#@#PX_LAST,EWW_US_Equity#@#PX_LAST,EWZ_US_EQUITY#@#PX_LAST,IWD_US_Equity#@#PX_LAST,IWF_US_Equity#@#PX_LAST,IYR_US_Equity#@#PX_LAST,MXN_Curncy#@#PX_LAST,BRL_Curncy#@#PX_LAST,COP_Curncy#@#PX_LAST,PEN_Curncy#@#PX_LAST,CLP_Curncy#@#PX_LAST,EUR_Curncy#@#PX_LAST,JPY_Curncy#@#PX_LAST,CHN_Curncy#@#PX_LAST,UYU_Curncy#@#PX_LAST,BFCIUS_Index#@#PX_LAST,BIGPIGP1_Index#@#PX_LAST,CHPMINDX_Index#@#PX_LAST,CNCPIYOY_Index#@#PX_LAST,CNFRBAL$_Index#@#PX_LAST,COMFCOMF_Index#@#PX_LAST,CONSCURR_Index#@#PX_LAST,CONSEXP_Index#@#PX_LAST,CONSPXMD_Index#@#PX_LAST,CONSSENT_Index#@#PX_LAST,CPI_XYOY_Index#@#PX_LAST,CPI_YOY_Index#@#PX_LAST,CPUPAXFE_Index#@#PX_LAST,CPUPXCHG_Index#@#PX_LAST,CPURNSA_Index#@#PX_LAST,CSI_BARC_Index#@#PX_LAST,DXY_CURNCY#@#PX_LAST,EUBCI_Index#@#PX_LAST,EUCCEMU_Index#@#PX_LAST,EUESEMU_Index#@#PX_LAST,EUICEMU_Index#@#PX_LAST,EUR_CURNCY#@#PX_LAST,EURUSD_BGN_Curncy#@#PX_LAST,EUSCEMU_Index#@#PX_LAST,FDDSSD_Index#@#PX_LAST,FDTR_Index#@#PX_LAST,FDTRFTRL_Index#@#PX_LAST,GJGB10_Index#@#PX_LAST,GJGB5_Index#@#PX_LAST,GT10_GOVT#@#PX_LAST,GT2_GOVT#@#PX_LAST,GT5_GOVT#@#PX_LAST,HG1_COMDTY#@#PX_LAST,IMP1YOY%_Index#@#PX_LAST,INJCJC_Index#@#PX_LAST,INJCSP_Index#@#PX_LAST,JCPTEFEY_Index#@#PX_LAST,JNC_SALE_Index#@#PX_LAST,JNCPT_Index#@#PX_LAST,JNCPTXFF_Index#@#PX_LAST,JNMBYOY_Index#@#PX_LAST,JNMTOY_Index#@#PX_LAST,JNVHSYOY_Index#@#PX_LAST,JNWSDYOY_Index#@#PX_LAST,JPY_CURNCY#@#PX_LAST,MBAVCHNG_Index#@#PX_LAST,MXCPYOY_Index#@#PX_LAST,NAPMEMPL_Index#@#PX_LAST,NAPMPMI_Index#@#PX_LAST,NAPMPRIC_Index#@#PX_LAST,NFP_PCH_Index#@#PX_LAST,NFP_TCH_Index#@#PX_LAST,nwhlnyhi_index#@#PX_LAST,PRUSTOT_Index#@#PX_LAST,S_1_Comdty#@#PX_LAST,SAARTOTL_Index#@#PX_LAST,USGG10YR_INDEX#@#PX_LAST,USGG30YR_INDEX#@#PX_LAST,USHBMIDX_Index#@#PX_LAST,USMMMNCH_Index#@#PX_LAST,USURTOT_Index#@#PX_LAST,VIX_INDEX#@#PX_LAST,W_1_Comdty#@#PX_LAST,COCPIYOY_Index#@#PX_LAST,COPIIYOY_Index#@#PX_LAST,CORRRMIN_Index#@#PX_LAST,CNPINSYO_Index#@#PX_LAST,CHOVCHOV_Index#@#PX_LAST,PRCPI_Index#@#PX_LAST,PRCPYOY_Index#@#PX_LAST,PRCPMOM_Index#@#PX_LAST,PRUEUER_Index#@#PX_LAST,MXCPCHNG_Index#@#PX_LAST,MXCCYOY_Index#@#PX_LAST,MXCCCHNG_Index#@#PX_LAST,MXPIYOY_Index#@#PX_LAST
2005-10,64.13,140.37,1059.04,78.02,57.161,50.5217,160.07,206.44,115.794,105.08,126.824,226.33,1818.5,1546.94,620.487,4156.25,2872.58,162.582,109.38,656.953,208.887,513.78,30193.5,735.35,4764.35,2072.64,314.35,108.947,2623.84,1.73,1197.47,615.901,1224.02,720.21,396.156,1092.54,157.816,151.127,194.07,146.313,179.576,155.789,1511.0,1391.47,779.55,121.44,1207.01,102.55,872.36,617.41,1047.14,255.898,351.38,401.169,82.06,1444.73,465.19,297.376,527.37,4281.08,304.11,58.1,59.76,107.27,80.33,83.12,89.78,103.58,39.05,48.44,20.0,23.07,26.5,32.07,31.58,66.83,49.14,62.3,10.787,2.2518,2285.0,3.375,544.0,1.1992,116.4,24.55,23.275,0.318,0.25,62.1,1.2,12.015999999999998,40.0,91.2,63.2,4.6,74.2,2.1,4.3,202.0,0.3,199.2,3.68,90.07,0.14,-13.4,102.5,-4.0,1.1992,1.1992,13.0,-47.277,3.75,3.75,1.554,0.85,4.553,4.378,4.4430000000000005,181.1,8.2,322.0,2752.0,-0.6,8.8,-1.0,-0.3,2.8,1.1,-3.4,2.1,116.4,-4.8,3.05,54.3,57.2,84.0,100.0,84.0,92.0,66.1,564.75,14.89,4.5506,4.7537,68.0,17.0,5.0,15.32,317.0,5.27,2.217,6.0,4.1,4.25,88.65,1.28,0.14,7.9,0.25,3.3,0.24,3.84
2005-11,64.44,141.45,1062.61,78.27,57.4978,50.8817,157.55,208.46,115.786,105.44,128.046,229.591,1887.28,1572.52,631.472,4333.66,3027.09,174.565,114.7,787.547,226.167,556.62,31916.8,864.37,5034.3,2027.61,315.88,112.914,2711.26,1.76,1233.5,636.0409999999998,1273.68,742.87,413.2480000000001,1123.42,159.47799999999995,152.336,196.778,146.313,180.846,157.045,1519.88,1398.22,783.62,123.13,1249.48,105.69,934.91,667.99,1050.33,276.648,388.07,418.432,83.37,1536.21,493.08,298.144,551.68,4423.73,311.16,55.05,57.32,107.56,80.41,83.35,90.0,103.33,39.6505,49.84,21.05,24.6,28.033,34.6,33.8,69.38,51.43,65.25,10.558,2.2035,2273.3,3.4075,516.0,1.1788,119.81,24.78,23.435,0.386,0.16,61.5,1.3,10.531,43.0,100.2,69.6,3.3,81.6,2.1,3.5,202.5,0.2,197.6,3.82,91.57,0.12,-13.6,102.2,-4.7,1.1788,1.1788,13.6,-83.072,4.0,4.0,1.44,0.745,4.4860000000000015,4.4110000000000005,4.413,207.5,6.4,311.0,2587.0,-0.3,-2.4,-1.0,-0.3,1.5,1.8,-8.2,2.0,119.81,-1.8,2.91,56.0,56.7,74.0,311.0,341.0,90.0,66.0,558.0,16.07,4.484,4.6927,61.0,-5.0,5.0,12.06,304.0,5.1,1.794,6.0,3.6,4.5,88.71,1.06,0.07,8.6,0.72,3.27,0.21,3.58
2005-12,64.84,142.99,1066.69,78.57,58.1843,52.3219,159.29,209.86,116.16,105.82,129.215,233.793,1887.94,1630.95,654.332,4705.31,3160.78,185.317,122.72,819.5139999999999,239.535,583.25,33455.9,966.07,4802.25,1964.47,318.92,115.691,2771.33,1.85,1240.65,639.947,1258.1,755.86,411.952,1123.67,161.341,153.615,200.465,146.313,182.313,158.447,1535.25,1412.71,790.35,125.21,1248.29,109.31,1000.95,706.48,1061.27,279.47,402.45,416.731,86.36,1649.76,517.0,307.65,550.16,4557.21,312.97,58.98,61.04,107.69,80.21,83.91,91.9,102.82,40.385,54.08,21.9,24.57,29.417,35.71,33.37,69.03,51.01,64.15,10.635,2.3355,2286.5,3.4205,512.0,1.1849,117.75,23.18,24.05,0.441,0.06,60.3,1.6,11.015999999999998,45.0,109.1,80.2,3.1,91.5,2.2,3.4,202.8,0.1,196.8,3.86,91.17,0.3,-11.5,102.8,-3.6,1.1849,1.1849,12.6,10.967,4.25,4.25,1.48,0.86,4.393,4.404,4.351,204.2,8.0,302.0,2660.0,-0.3,-6.4,-0.5,-0.2,1.0,10.2,-9.7,2.3,117.75,-1.5,3.33,53.7,55.1,63.0,137.0,157.0,40.0,66.0,602.0,16.73,4.3911,4.5348,57.0,6.0,4.9,12.07,339.25,4.85,2.0780000000000003,6.0,3.7,4.5,89.08,1.49,0.42,7.6,0.61,3.27,0.28,4.0
2006-01,64.74,142.65,1068.82,78.7,57.8684,51.66,162.28,212.69,116.287,106.26,130.168,236.63,1937.93,1735.7,699.243,4942.56,3438.08,198.723,129.83,941.079,266.29,631.74,38382.8,1103.59,5633.51,2118.46,319.38,121.386,2895.08,1.88,1268.44,664.802,1273.94,805.47,419.185,1141.96,162.814,154.715,202.864,146.313,186.584,159.616,1532.02,1408.5,802.96,125.33,1280.09,113.06,1042.8,783.77,1063.87,327.845,444.24,426.686,89.02,1710.77,568.9,313.34,589.04,4852.3,330.58,65.99,67.92,107.22,80.35,83.32,90.67,102.85,42.73,56.08,23.88,28.868,33.593,38.84,41.34,71.6,51.7,68.83,10.4498,2.212,2267.5,3.31,523.8,1.2156,117.2,29.2,24.175,0.8909999999999999,0.4,60.4,1.9,9.492,45.0,110.3,78.9,3.0,91.2,2.1,4.0,203.2,0.2,198.3,3.56,88.96,0.35,-10.7,104.0,-2.3,1.2156,1.2156,13.6,20.964,4.5,4.5,1.57,0.915,4.517,4.52,4.454,222.85,8.7,282.0,2565.0,-0.6,-7.0,-0.3,-0.4,1.4,5.4,-0.5,2.0,117.2,-5.1,3.94,53.1,55.0,65.0,310.0,278.0,289.0,66.0,594.25,17.63,4.5152,4.6768,57.0,17.0,4.7,12.95,343.25,4.56,2.33,6.0,4.1,4.5,89.53,1.9,0.5,8.9,0.59,3.11,0.22,4.44
2006-02,64.65,143.13,1070.54,78.76,57.8182,52.2834,160.7,214.79,116.098,106.65,131.0,241.93,1943.19,1734.2,702.1310000000002,4900.64,3375.06,198.794,128.77,998.689,265.974,622.86,38610.4,1126.38,6080.68,2166.84,320.65,121.207,2890.77,1.95,1273.62,668.86,1281.27,775.16,418.518,1154.47,164.475,155.691,205.267,146.313,188.044,160.65,1538.94,1410.55,808.32,127.38,1280.66,115.09,1022.78,782.11,1069.48,330.865,474.78,425.254,89.88,1660.42,561.55,293.724,600.43,4969.75,336.77,61.76,61.41,107.54,80.13,82.97,91.35,102.85,42.815,55.2,23.34,28.56,32.3,38.29,41.21,72.33,51.83,70.05,10.4883,2.1235,2246.15,3.295,515.55,1.1921,115.77,29.48,24.275,1.05,0.03,58.8,0.9,2.425,44.0,105.6,74.5,3.0,86.7,2.1,3.6,203.6,0.2,198.7,3.55,90.11,0.52,-10.8,104.0,-1.0,1.1921,1.1921,10.5,-119.237,4.5,4.5,1.595,1.09,4.553,4.6789999999999985,4.601,218.55,6.9,293.0,2504.0,-0.5,-16.7,-0.3,-0.2,1.9,5.6,-1.2,2.2,115.77,-1.2,3.75,53.5,55.8,62.5,284.0,315.0,97.0,66.1,580.25,16.57,4.551,4.5075,56.0,-1.0,4.8,12.34,370.25,4.19,1.648,6.0,4.1,4.75,90.02,2.7,0.55,9.0,0.15,3.05,0.33,4.32
2006-03,64.41,140.92,1071.83,78.85,56.9718,49.8889,159.29,215.03,116.017,107.11,131.44799999999998,237.722,1967.38,1801.9,730.112,5024.24,3426.15,202.475,130.95,884.043,268.317,624.57,37952.0,1131.76,5920.5,2181.96,317.81,123.757,2954.33,2.04,1282.1,677.921,1296.51,789.2,424.698,1161.59,164.452,156.74,203.722,146.313,188.733,161.70600000000005,1517.25,1395.33,813.16,124.99,1294.83,117.35,1063.03,787.8,1059.77,323.106,453.48,432.495,92.3,1728.16,583.65,300.257,633.82,5169.4,349.26,65.91,66.63,105.3,79.99,81.58,86.87,100.65,44.425,57.6,23.63,28.044,33.0,38.34,39.95,73.11,52.74,73.5,10.874,2.164,2290.85,3.3688,526.35,1.2118,117.78,28.47,24.3,0.804,-0.09,59.3,0.8,11.189,47.0,109.1,76.0,3.0,88.9,2.1,3.4,204.3,0.3,199.8,3.28,89.73,0.72,-11.4,105.4,0.6,1.2118,1.2118,12.9,-85.281,4.75,4.75,1.78,1.31,4.849,4.82,4.812,246.3,4.5,291.0,2405.0,-0.3,13.4,-0.4,-0.1,-1.0,5.2,-1.7,2.0,117.78,7.2,3.41,53.8,54.3,66.5,257.0,282.0,158.0,66.2,571.5,16.46,4.8472,4.8898,54.0,5.0,4.7,11.39,347.75,4.11,1.45,6.0,4.0,4.75,90.43,2.5,0.46,9.0,0.13,3.16,0.4,4.32
2006-04,64.45,140.2,1075.76,79.1,56.5721,48.486,164.48,216.95,116.849,107.55,132.149,237.678,1993.79,1893.87,768.455,5170.39,3592.88,216.152,137.03,928.902,287.425,658.12,40363.4,1130.18,7142.92,2201.56,317.42,127.876,3044.03,1.99,1289.86,695.148,1308.29,798.52,424.121,1172.2,165.43900000000005,157.748,205.061,146.313,188.956,162.765,1511.94,1389.58,818.17,124.53,1310.61,118.09,1058.53,841.58,1059.99,348.809,482.05,431.621,93.08,1716.43,654.43,320.6140000000001,615.31,5145.05,360.12,72.5,71.88,104.65,79.9,80.81,84.16,99.9,46.74,59.2,24.86,30.342,35.15,40.5,44.25,74.78,52.6,71.1,11.0613,2.087,2378.65,3.305,514.85,1.2635,113.83,33.4,23.975,0.918,-0.43,58.4,1.2,10.457,43.0,109.2,73.4,3.3,87.4,2.3,3.5,204.8,0.2,201.5,3.09,86.11,1.01,-10.4,107.4,2.7,1.2635,1.2635,15.8,118.841,4.75,4.75,1.93,1.36,5.053,4.862,4.912,333.55,5.8,321.0,2357.0,-0.3,-2.5,-0.1,-0.1,-7.2,1.4,-7.8,1.7,113.83,8.8,3.2,54.2,55.2,71.5,167.0,183.0,178.0,66.1,587.25,16.62,5.0505,5.1615,51.0,12.0,4.7,11.59,346.25,4.12,3.314,6.25,3.8,5.0,90.89,2.9,0.51,8.7,0.15,3.32,0.34,5.17
2006-05,64.44,140.4,1077.29,79.21,56.5356,48.5271,168.23,215.55,117.331,108.02,131.128,232.651,1936.41,1840.47,747.077,4848.83,3496.81,200.019,127.96,681.438,257.306,585.87,36530.0,919.05,7211.67,2156.53,316.96,122.835,2940.05,1.96,1265.38,677.5889999999998,1261.91,765.39,409.745,1157.63,165.145,158.632,203.118,146.313,188.917,163.593,1509.39,1390.04,818.06,123.64,1270.09,111.82,974.31,751.0,1057.16,300.309,409.64,414.929,88.21,1579.94,645.2,323.681,596.34,4998.79,356.23,70.41,71.29,103.99,79.77,80.43,83.67,99.7,45.35,56.0,24.3,26.256,31.233,35.97,36.95,72.96,50.66,68.75,11.3373,2.307,2492.05,3.2985,533.65,1.281,112.64,30.6,24.0,0.703,0.21,58.5,1.4,13.004,41.0,96.1,68.2,4.0,79.1,2.4,4.2,205.4,0.3,202.5,3.18,84.72,0.95,-8.8,108.3,3.1,1.281,1.281,17.6,-42.907,5.0,5.0,1.84,1.325,5.121,5.037,5.034,362.4,8.6,330.0,2381.0,-0.2,-18.6,0.0,-0.1,-15.3,15.3,-7.8,2.3,112.64,-1.9,3.0,53.2,53.7,77.0,18.0,25.0,32.0,66.1,579.5,16.22,5.1186,5.2277,46.0,-23.0,4.6,16.44,393.5,4.04,4.006,6.25,3.7,5.0,90.41,2.23,-0.53,8.8,-0.45,3.26,0.14,6.33
2006-06,64.53,140.12,1079.54,79.35,56.702,48.9911,166.24,215.21,117.741,108.48,130.43200000000002,232.012,1939.03,1847.69,748.6239999999998,4795.06,3440.43,199.242,126.87,632.055,256.677,600.8,36630.7,772.6,8155.8,2126.02,317.46,122.782,2939.19,2.03,1276.37,681.923,1263.09,772.44,408.128,1152.35,166.525,159.66299999999995,206.311,146.313,188.402,164.702,1511.29,1394.47,815.19,123.41,1270.2,112.41,982.1,747.54,1060.03,313.053,412.0,413.033,88.88,1586.96,615.85,318.652,625.83,5169.38,350.57,73.51,73.93,103.47,79.69,80.32,84.32,99.57,45.675,54.56,23.75,27.344,31.3,37.15,39.12,73.12,50.58,71.25,11.3463,2.165,2573.8,3.2625,538.85,1.2791,114.44,28.85,23.75,0.637,0.27,57.0,1.5,14.503,45.0,105.0,72.0,3.3,84.9,2.6,4.3,205.9,0.2,202.9,3.44,85.16,1.23,-8.9,108.6,4.4,1.2791,1.2791,16.7,20.517,5.25,5.25,1.93,1.42,5.138,5.154,5.0939999999999985,346.25,7.4,316.0,2399.0,-0.3,-24.6,0.3,0.0,-16.2,11.0,-6.5,2.5,114.44,5.9,3.18,49.9,52.0,76.5,83.0,79.0,91.0,66.2,594.75,16.4,5.1364,5.1859,42.0,10.0,4.6,13.08,371.5,3.94,4.771,6.5,3.9,5.0,90.29,1.83,-0.13,8.9,0.09,3.32,0.3,6.88
2006-07,65.28,142.37,1088.52,79.94,57.5976,50.0059,167.45,216.97,118.728,108.99,131.013,239.932,1950.99,1881.83,759.613,4768.52,3450.02,199.472,126.58,679.097,260.3,642.07,37077.1,892.47,8973.69,2131.58,321.83,123.62,2957.53,2.06,1301.3,698.4960000000002,1258.84,747.24,400.355,1156.88,168.66099999999997,160.63,210.207,146.313,189.734,165.715,1533.37,1411.74,823.17,126.5,1276.66,114.24,977.66,755.84,1075.8,322.269,441.53,403.798,89.88,1572.01,636.75,328.881,644.15,5366.91,364.89,75.15,74.4,104.52,79.94,81.35,85.8,100.51,46.575,54.28,23.78,27.998,32.033,39.83,39.47,74.69,49.42,73.85,10.9656,2.177,2428.05,3.2405,541.25,1.2767,114.68,29.16,23.885,0.664,0.17,58.1,1.0,14.624,45.0,103.5,72.5,3.2,84.7,2.7,4.1,206.3,0.2,203.5,3.53,85.3,1.22,-8.2,109.0,4.6,1.2767,1.2767,16.2,-33.164,5.25,5.25,1.929,1.4,4.981,4.954,4.898,357.0,7.0,311.0,2460.0,-0.1,3.6,0.2,0.0,-17.8,2.2,-9.1,2.5,114.68,-1.2,3.06,50.7,53.0,78.5,155.0,206.0,70.0,66.1,579.5,17.17,4.9794,5.0649,39.0,-25.0,4.7,14.95,397.5,4.32,5.277,6.5,3.8,5.25,90.14,1.55,-0.17,8.5,0.27,3.37,0.26,6.75
2006-08,66.09,145.21,1097.36,80.51,58.72,51.6289,169.18,220.9,119.313,109.51,132.876,246.174,1997.42,1939.1,783.8739999999998,4840.09,3588.16,206.397,129.16,720.5269999999998,266.932,664.58,36232.2,938.66,10012.0,2206.37,326.84,126.825,3034.3,2.11,1325.95,710.188,1291.8,741.47,412.846,1183.09,170.50099999999995,161.634,213.026,147.339,191.781,166.741,1561.94,1432.46,836.52,129.08,1303.82,117.13,1016.92,773.12,1091.43,325.44,445.71,415.74300000000005,92.04,1634.46,627.3,317.029,663.28,5535.91,384.71,70.25,70.26,106.38,80.25,82.46,88.08,101.61,47.975,54.84,24.75,28.146,32.54,41.37,39.17,75.82,50.83,76.05,10.9128,2.145,2397.0,3.242,539.99,1.2813,117.4,28.7,23.91,0.946,0.16,56.9,1.3,18.796,41.0,103.8,68.0,3.8,82.0,2.8,3.8,206.8,0.2,203.9,3.6,85.05,1.17,-8.7,109.1,4.1,1.2813,1.2813,18.4,-64.717,5.25,5.25,1.63,1.085,4.728,4.78,4.691,346.9,6.0,314.0,2457.0,-0.2,-40.5,0.8,0.0,-20.2,4.8,-5.9,2.6,117.4,-0.9,3.47,52.6,53.7,73.0,145.0,183.0,165.0,66.2,542.25,15.95,4.7258,4.8768,33.0,-29.0,4.7,12.31,404.0,4.72,5.3039999999999985,6.75,3.8,5.25,90.26,1.87,0.14,8.4,0.51,3.41,0.17,7.04
2006-09,66.62,146.86,1103.76,80.93,59.3955,52.5893,168.21,224.3,119.445,110.01,134.69899999999998,247.444,2048.89,1958.7,791.071,4760.73,3479.69,213.58900000000003,128.48,692.3710000000002,269.154,697.05,36449.4,909.17,10390.3,2280.48,329.82,128.303,3070.48,2.11,1344.3,724.3439999999998,1326.49,756.16,424.19,1210.26,171.607,162.60299999999995,214.027,149.33,194.545,167.715,1579.83,1445.76,848.38,129.87,1335.85,119.3,1002.7,778.16,1098.65,328.006,432.98,426.064,92.86,1610.73,598.3,297.94,677.67,5677.47,390.6,62.48,62.91,106.83,80.34,83.08,89.39,101.15,48.295,54.16,24.0,28.436,32.257,43.21,38.47,77.07,52.12,77.15,10.985,2.169,2398.13,3.2505,535.03,1.2674,118.18,29.07,23.86,0.732,0.21,58.7,1.5,15.287,44.0,96.6,78.2,3.1,85.4,2.9,2.1,207.2,0.2,202.9,3.54,86.03,1.26,-8.1,109.9,5.6,1.2674,1.2674,15.9,56.167,5.25,5.25,1.675,1.139,4.63,4.687,4.579,346.05,1.6,309.0,2437.0,-0.3,-0.7,0.5,0.0,-21.2,5.4,-7.4,2.7,118.18,11.9,4.09,49.9,52.2,61.0,82.0,153.0,110.0,66.1,547.5,16.47,4.6276,4.7619,30.0,-34.0,4.5,11.98,443.0,4.58,5.97,7.0,2.8,5.25,90.29,1.99,0.03,8.5,1.01,3.48,0.55,6.79
2006-10,66.92,147.94,1108.73,81.24,59.732,53.0628,169.91,227.86,119.219,110.53,136.37,252.508,2115.65,2039.93,826.1189999999998,4843.59,3646.05,220.066,132.24,784.802,281.938,744.8,39262.8,990.03,10694.5,2380.26,332.25,133.115,3183.17,2.14,1383.7,748.054,1377.47,792.74,439.102,1244.71,173.424,163.611,215.99400000000003,151.09,197.645,168.739,1592.61,1453.1,859.92,131.52,1377.94,123.41,1012.25,814.44,1106.89,353.67,463.31,441.887,95.55,1617.42,606.6,312.073,721.32,5992.12,410.11,59.03,58.73,107.47,80.35,83.27,89.81,100.62,50.175,55.24,25.14,30.72,34.533,46.47,41.98,79.45,54.01,82.15,10.7733,2.1418,2306.5,3.217,525.05,1.2762,116.98,30.399,23.86,1.036,0.19,53.7,1.4,23.83,48.0,107.3,84.8,3.1,93.6,2.7,1.3,207.6,0.2,201.8,3.42,85.32,1.27,-8.4,110.4,5.8,1.2762,1.2762,18.0,-49.32100000000001,5.25,5.25,1.72,1.19,4.6,4.697,4.563,334.55,-1.0,328.0,2449.0,-0.1,-28.8,0.4,0.1,-21.3,7.2,-6.2,2.0,116.98,-3.0,4.29,49.6,51.4,47.0,22.0,8.0,187.0,66.2,630.25,16.38,4.5981,4.7153,31.0,-50.0,4.4,11.1,483.0,4.19,5.275,7.25,2.1,5.25,90.33,1.89,0.04,8.1,0.44,3.47,0.23,6.11
2006-11,67.51,150.16,1115.58,81.66,60.5261,54.3094,175.75,231.88,119.963,111.05,138.075,255.763,2155.89,2107.4,857.33,4877.93,3749.85,236.973,136.33,738.002,302.892,778.18,41931.8,972.44,11482.4,2559.67,336.22,136.878,3261.12,2.17,1409.82,765.1310000000002,1408.1,825.44,447.815,1252.84,175.11,164.692,218.52,151.815,198.45,169.812,1615.96,1468.28,874.37,133.31,1400.63,122.77,1006.17,874.08,1119.33,373.935,480.29,450.17800000000005,95.29,1603.03,648.0,329.14,754.53,6297.43,439.65,64.26,63.13,108.52,80.44,84.05,91.53,101.13,51.975,55.24,25.77,32.618,36.6,48.25,44.36,81.31,55.05,85.95,10.9823,2.1649,2306.5,3.2165,526.57,1.3242,115.81,32.08,24.32,0.961,0.71,50.5,1.9,22.928,51.0,106.0,83.2,3.0,92.1,2.6,2.0,207.8,0.1,201.5,3.37,82.95,1.33,-7.9,110.4,6.4,1.3242,1.3242,17.4,-73.042,5.25,5.25,1.655,1.2,4.46,4.613,4.445,317.15,1.3,349.0,2517.0,0.0,-13.5,0.2,0.2,-22.3,4.9,-6.5,1.9,115.81,-3.9,4.09,49.2,50.3,53.5,194.0,209.0,293.0,66.3,685.5,16.18,4.4581,4.5619,33.0,-34.0,4.5,10.91,502.0,4.31,5.235,7.25,2.1,5.25,90.07,1.54,-0.28,7.9,0.52,3.53,0.26,6.14
2006-12,67.08,148.683,1116.41,81.66,59.7195,52.7905,172.19,235.02,119.22,111.57,139.404,257.779,2186.13,2170.89,886.238,4999.14,3723.55,247.064,140.53,776.181,316.531,824.97,44473.7,1062.51,12884.2,2693.36,334.78,139.933,3327.43,2.16,1426.22,782.307,1418.81,837.1,449.332,1274.2,177.02599999999995,165.64700000000005,220.064,152.954,199.904,170.805,1601.26,1456.21,883.97,133.72,1418.3,127.34,1061.9,912.65,1116.09,400.067,510.1,450.9980000000001,98.87,1681.07,636.7,314.023,745.44,6434.94,457.17,60.86,61.05,106.68,79.96,82.44,88.43,98.8,52.485,56.84,25.32,33.986,38.057,51.25,46.85,82.7,55.03,83.35,10.8033,2.1364,2240.0,3.1956,532.35,1.3197,119.06,34.18,24.42,1.039,0.18,51.6,2.8,20.997,49.0,108.1,81.2,2.9,91.7,2.6,2.5,208.1,0.1,201.8,3.0,83.65,1.43,-6.8,111.2,6.9,1.3197,1.3197,17.9,41.96100000000001,5.25,5.25,1.685,1.251,4.704,4.812,4.694,287.1,2.5,341.0,2455.0,0.0,1.5,0.3,0.2,-20.0,-1.9,-7.2,1.7,119.06,3.6,4.05,49.8,51.4,47.5,166.0,171.0,129.0,66.4,683.5,16.64,4.7022,4.8095,33.0,-26.0,4.4,11.56,501.0,4.48,5.541,7.5,2.6,5.25,90.09,1.14,0.03,7.4,0.58,3.65,0.4,6.12
